relative_path,class_name
STTC/4111_rand_3.png,STTC
NORM/11950_clean.png,NORM
STTC/10516_rand_4.png,STTC
CD/15249_rand_4.png,CD
NORM/14362_clean.png,NORM
NORM/18130_rand_1.png,NORM
STTC/6504_rand_4.png,STTC
MI/4203_rand_3.png,MI
MI/21205_rand_1.png,MI
CD/17248_rand_2.png,CD
HYP/11836_rand_2.png,HYP
NORM/5151_clean.png,NORM
HYP/4977_rand_8.png,HYP
NORM/16265_rand_1.png,NORM
STTC/10643_rand_4.png,STTC
NORM/8076_rand_1.png,NORM
STTC/7697_clean.png,STTC
HYP/3000_rand_5.png,HYP
CD/13711_rand_2.png,CD
MI/1434_clean.png,MI
CD/13130_rand_4.png,CD
CD/3037_rand_3.png,CD
STTC/1548_clean.png,STTC
HYP/10403_rand_10.png,HYP
STTC/18945_rand_1.png,STTC
MI/13893_rand_2.png,MI
MI/14240_rand_3.png,MI
STTC/4112_rand_3.png,STTC
NORM/3284_clean.png,NORM
CD/21208_rand_3.png,CD
MI/5983_clean.png,MI
MI/15741_rand_2.png,MI
HYP/2505_rand_2.png,HYP
HYP/6157_rand_2.png,HYP
MI/20003_rand_3.png,MI
STTC/1150_clean.png,STTC
NORM/8424_rand_1.png,NORM
HYP/20015_rand_10.png,HYP
MI/4166_rand_3.png,MI
NORM/1545_clean.png,NORM
HYP/17183_rand_5.png,HYP
NORM/566_clean.png,NORM
NORM/589_clean.png,NORM
MI/6283_rand_1.png,MI
NORM/9740_clean.png,NORM
NORM/16062_clean.png,NORM
HYP/3289_rand_10.png,HYP
NORM/17780_clean.png,NORM
CD/16206_clean.png,CD
CD/4825_rand_3.png,CD
MI/7798_rand_1.png,MI
HYP/4493_rand_4.png,HYP
MI/4056_rand_1.png,MI
NORM/3904_clean.png,NORM
STTC/11716_rand_1.png,STTC
STTC/4150_clean.png,STTC
CD/11111_rand_4.png,CD
NORM/1658_clean.png,NORM
MI/20561_clean.png,MI
MI/21028_rand_4.png,MI
MI/12560_rand_1.png,MI
MI/7409_clean.png,MI
NORM/2907_clean.png,NORM
HYP/14180_rand_3.png,HYP
MI/19366_clean.png,MI
HYP/10171_rand_9.png,HYP
MI/9098_rand_1.png,MI
HYP/1358_rand_3.png,HYP
NORM/891_clean.png,NORM
CD/3751_rand_3.png,CD
STTC/1333_rand_1.png,STTC
STTC/295_clean.png,STTC
NORM/3854_clean.png,NORM
HYP/30_rand_1.png,HYP
MI/4032_rand_4.png,MI
CD/1990_rand_1.png,CD
MI/12758_rand_4.png,MI
NORM/4341_rand_1.png,NORM
NORM/6744_rand_1.png,NORM
MI/4712_rand_2.png,MI
NORM/8833_clean.png,NORM
CD/6490_clean.png,CD
CD/11834_rand_3.png,CD
NORM/1396_clean.png,NORM
CD/10771_rand_2.png,CD
MI/13445_rand_1.png,MI
NORM/3448_clean.png,NORM
NORM/14076_clean.png,NORM
HYP/2412_rand_5.png,HYP
CD/169_rand_2.png,CD
MI/20577_rand_2.png,MI
HYP/16615_clean.png,HYP
NORM/1118_clean.png,NORM
CD/15817_clean.png,CD
STTC/12203_rand_4.png,STTC
NORM/4006_rand_1.png,NORM
NORM/12226_clean.png,NORM
NORM/9829_clean.png,NORM
MI/20957_rand_1.png,MI
MI/4881_rand_2.png,MI
MI/16180_rand_1.png,MI
HYP/6648_rand_9.png,HYP
STTC/1811_clean.png,STTC
CD/13927_rand_2.png,CD
MI/6195_rand_1.png,MI
MI/380_rand_1.png,MI
MI/11353_clean.png,MI
MI/17156_rand_3.png,MI
NORM/7047_rand_1.png,NORM
STTC/17108_rand_4.png,STTC
CD/705_rand_2.png,CD
HYP/8134_rand_10.png,HYP
HYP/19135_rand_9.png,HYP
MI/11726_rand_1.png,MI
HYP/15825_rand_8.png,HYP
STTC/4752_rand_4.png,STTC
HYP/12753_rand_4.png,HYP
MI/11602_rand_2.png,MI
NORM/17584_clean.png,NORM
STTC/5571_rand_1.png,STTC
MI/4908_clean.png,MI
CD/3802_rand_4.png,CD
NORM/14597_rand_1.png,NORM
CD/5952_rand_1.png,CD
STTC/18467_rand_2.png,STTC
HYP/3010_rand_4.png,HYP
STTC/15781_clean.png,STTC
STTC/4809_rand_2.png,STTC
MI/15865_clean.png,MI
CD/6315_rand_4.png,CD
HYP/14211_rand_9.png,HYP
MI/3855_rand_4.png,MI
NORM/16238_clean.png,NORM
HYP/10695_rand_5.png,HYP
HYP/10138_rand_7.png,HYP
STTC/3884_clean.png,STTC
NORM/979_clean.png,NORM
STTC/10139_rand_1.png,STTC
MI/19726_rand_2.png,MI
NORM/17176_rand_1.png,NORM
CD/4070_rand_4.png,CD
NORM/18129_clean.png,NORM
NORM/2024_clean.png,NORM
STTC/12838_rand_1.png,STTC
CD/8331_clean.png,CD
NORM/11654_rand_1.png,NORM
STTC/4395_rand_4.png,STTC
CD/1038_rand_1.png,CD
STTC/12508_rand_4.png,STTC
CD/21657_rand_1.png,CD
NORM/7156_clean.png,NORM
MI/8977_rand_4.png,MI
MI/800_rand_2.png,MI
MI/14586_rand_1.png,MI
STTC/3317_rand_1.png,STTC
HYP/1370_rand_8.png,HYP
NORM/8701_rand_1.png,NORM
MI/17477_clean.png,MI
CD/6138_clean.png,CD
CD/7960_rand_3.png,CD
MI/15259_rand_3.png,MI
MI/4232_clean.png,MI
CD/16520_clean.png,CD
CD/13487_rand_1.png,CD
HYP/7336_rand_4.png,HYP
MI/7687_rand_4.png,MI
NORM/2416_clean.png,NORM
MI/8223_rand_3.png,MI
MI/6290_rand_2.png,MI
HYP/19762_clean.png,HYP
CD/1774_rand_2.png,CD
STTC/3321_rand_1.png,STTC
CD/16116_rand_2.png,CD
STTC/3033_rand_4.png,STTC
CD/18916_rand_3.png,CD
NORM/4198_clean.png,NORM
MI/2569_clean.png,MI
HYP/12031_rand_7.png,HYP
MI/2561_clean.png,MI
STTC/612_clean.png,STTC
NORM/13169_clean.png,NORM
CD/16751_rand_1.png,CD
STTC/1073_rand_3.png,STTC
NORM/129_clean.png,NORM
NORM/4584_rand_1.png,NORM
MI/18438_clean.png,MI
HYP/4310_rand_2.png,HYP
CD/12775_rand_4.png,CD
MI/8178_clean.png,MI
HYP/9542_rand_6.png,HYP
STTC/4535_clean.png,STTC
STTC/6824_clean.png,STTC
CD/7297_rand_2.png,CD
CD/17786_rand_4.png,CD
HYP/2544_rand_10.png,HYP
CD/11033_rand_2.png,CD
CD/4582_clean.png,CD
NORM/1653_rand_1.png,NORM
HYP/1892_rand_5.png,HYP
CD/5687_rand_4.png,CD
STTC/14081_clean.png,STTC
HYP/2588_rand_9.png,HYP
MI/10912_rand_1.png,MI
MI/9329_rand_3.png,MI
STTC/11308_rand_2.png,STTC
CD/5303_rand_2.png,CD
CD/17614_rand_1.png,CD
HYP/6453_rand_6.png,HYP
NORM/435_rand_1.png,NORM
STTC/19266_clean.png,STTC
HYP/6146_rand_10.png,HYP
NORM/18551_rand_1.png,NORM
MI/7584_rand_1.png,MI
STTC/11506_rand_1.png,STTC
HYP/6285_rand_10.png,HYP
STTC/1150_rand_1.png,STTC
STTC/4695_rand_3.png,STTC
STTC/19275_clean.png,STTC
HYP/16649_rand_3.png,HYP
MI/8562_rand_2.png,MI
STTC/20658_rand_4.png,STTC
STTC/3538_rand_2.png,STTC
CD/6476_rand_2.png,CD
CD/14478_clean.png,CD
CD/9827_rand_4.png,CD
CD/11187_rand_3.png,CD
HYP/16813_rand_10.png,HYP
CD/220_rand_3.png,CD
MI/8860_rand_2.png,MI
NORM/14691_clean.png,NORM
NORM/10341_clean.png,NORM
HYP/3922_rand_6.png,HYP
STTC/10154_rand_3.png,STTC
NORM/15769_clean.png,NORM
NORM/2237_clean.png,NORM
NORM/12117_rand_1.png,NORM
HYP/11496_rand_9.png,HYP
CD/14162_rand_2.png,CD
HYP/3790_rand_7.png,HYP
HYP/96_rand_5.png,HYP
MI/8937_rand_3.png,MI
CD/11362_clean.png,CD
CD/520_rand_4.png,CD
MI/18908_rand_1.png,MI
NORM/18237_clean.png,NORM
NORM/14809_clean.png,NORM
CD/16800_clean.png,CD
HYP/15825_rand_6.png,HYP
MI/2569_rand_1.png,MI
STTC/3295_rand_4.png,STTC
CD/20923_rand_4.png,CD
MI/14534_rand_4.png,MI
MI/2453_rand_2.png,MI
CD/14836_rand_2.png,CD
NORM/5161_clean.png,NORM
CD/11360_rand_4.png,CD
STTC/6956_rand_4.png,STTC
CD/8646_rand_4.png,CD
MI/10548_clean.png,MI
HYP/10555_clean.png,HYP
MI/17091_clean.png,MI
MI/9902_rand_4.png,MI
HYP/14470_rand_10.png,HYP
NORM/12704_clean.png,NORM
NORM/4407_rand_1.png,NORM
CD/8001_rand_4.png,CD
NORM/13644_clean.png,NORM
NORM/726_clean.png,NORM
STTC/11682_rand_2.png,STTC
HYP/11846_rand_5.png,HYP
CD/6712_clean.png,CD
STTC/5873_rand_4.png,STTC
STTC/4202_rand_3.png,STTC
MI/7976_rand_2.png,MI
NORM/17688_clean.png,NORM
HYP/20132_rand_8.png,HYP
CD/21024_rand_3.png,CD
NORM/250_clean.png,NORM
MI/1159_rand_4.png,MI
STTC/16374_rand_4.png,STTC
HYP/14717_rand_4.png,HYP
HYP/18877_rand_3.png,HYP
HYP/14453_rand_3.png,HYP
NORM/7150_clean.png,NORM
CD/4315_clean.png,CD
CD/12747_clean.png,CD
STTC/12385_rand_3.png,STTC
MI/8551_clean.png,MI
NORM/19458_rand_1.png,NORM
NORM/14987_clean.png,NORM
MI/15707_rand_2.png,MI
STTC/19689_rand_2.png,STTC
NORM/2116_clean.png,NORM
HYP/8782_clean.png,HYP
HYP/12749_rand_5.png,HYP
CD/8062_rand_2.png,CD
MI/13335_rand_4.png,MI
CD/15711_rand_1.png,CD
CD/2042_rand_2.png,CD
CD/14590_rand_2.png,CD
STTC/13530_rand_1.png,STTC
MI/6070_clean.png,MI
STTC/12323_rand_3.png,STTC
NORM/2634_clean.png,NORM
NORM/11_clean.png,NORM
HYP/13877_rand_2.png,HYP
STTC/8129_rand_4.png,STTC
CD/7066_clean.png,CD
STTC/19719_rand_1.png,STTC
MI/15516_rand_1.png,MI
NORM/9942_clean.png,NORM
HYP/10738_rand_2.png,HYP
CD/2997_clean.png,CD
CD/1797_rand_2.png,CD
NORM/1693_clean.png,NORM
HYP/4018_rand_2.png,HYP
MI/8465_rand_3.png,MI
NORM/8594_clean.png,NORM
STTC/15691_clean.png,STTC
STTC/1449_rand_2.png,STTC
NORM/17400_rand_1.png,NORM
MI/20577_rand_3.png,MI
STTC/465_clean.png,STTC
MI/12062_rand_4.png,MI
CD/18924_rand_3.png,CD
STTC/3139_rand_4.png,STTC
MI/18155_rand_1.png,MI
NORM/7461_rand_1.png,NORM
MI/1924_clean.png,MI
MI/7744_rand_2.png,MI
STTC/15384_rand_4.png,STTC
NORM/13512_clean.png,NORM
HYP/16300_rand_5.png,HYP
MI/5163_clean.png,MI
NORM/14021_rand_1.png,NORM
STTC/4146_rand_1.png,STTC
HYP/6389_rand_9.png,HYP
CD/16121_rand_2.png,CD
CD/15788_rand_3.png,CD
NORM/9937_clean.png,NORM
STTC/20052_rand_2.png,STTC
CD/3349_rand_3.png,CD
NORM/17742_clean.png,NORM
CD/18775_rand_3.png,CD
HYP/1447_rand_4.png,HYP
STTC/14088_rand_1.png,STTC
NORM/16822_clean.png,NORM
HYP/8241_rand_5.png,HYP
CD/20189_rand_3.png,CD
NORM/17680_clean.png,NORM
NORM/21809_clean.png,NORM
HYP/14456_rand_5.png,HYP
NORM/17593_rand_1.png,NORM
HYP/12044_clean.png,HYP
CD/6910_clean.png,CD
HYP/9801_rand_3.png,HYP
CD/12396_rand_3.png,CD
CD/16745_clean.png,CD
STTC/1520_rand_4.png,STTC
HYP/741_rand_6.png,HYP
CD/14147_rand_1.png,CD
NORM/3936_rand_1.png,NORM
HYP/6060_rand_4.png,HYP
NORM/19580_rand_1.png,NORM
CD/1819_clean.png,CD
MI/8585_rand_3.png,MI
CD/10987_rand_4.png,CD
STTC/17923_clean.png,STTC
NORM/14249_rand_1.png,NORM
MI/19272_rand_2.png,MI
STTC/1590_clean.png,STTC
NORM/3619_rand_1.png,NORM
NORM/12886_clean.png,NORM
STTC/529_rand_3.png,STTC
STTC/18653_rand_2.png,STTC
HYP/3603_rand_5.png,HYP
MI/6628_clean.png,MI
STTC/19021_rand_2.png,STTC
HYP/1211_rand_5.png,HYP
STTC/14566_rand_4.png,STTC
STTC/16384_rand_1.png,STTC
MI/20308_rand_1.png,MI
HYP/3107_rand_5.png,HYP
CD/32_rand_1.png,CD
NORM/8133_clean.png,NORM
STTC/15925_rand_1.png,STTC
NORM/360_clean.png,NORM
HYP/13992_rand_2.png,HYP
MI/13465_clean.png,MI
HYP/9615_rand_1.png,HYP
HYP/930_rand_8.png,HYP
HYP/10977_rand_8.png,HYP
MI/14936_rand_2.png,MI
HYP/9024_rand_10.png,HYP
STTC/9511_rand_1.png,STTC
CD/16164_rand_4.png,CD
MI/1040_rand_1.png,MI
MI/17772_clean.png,MI
STTC/5995_rand_4.png,STTC
STTC/6068_clean.png,STTC
MI/2184_clean.png,MI
CD/17447_clean.png,CD
HYP/17934_rand_6.png,HYP
MI/10281_rand_4.png,MI
MI/4095_rand_1.png,MI
STTC/2610_rand_1.png,STTC
MI/10343_rand_2.png,MI
HYP/9666_rand_1.png,HYP
STTC/17949_rand_1.png,STTC
STTC/9166_rand_3.png,STTC
STTC/5131_rand_1.png,STTC
CD/2583_rand_4.png,CD
STTC/1542_clean.png,STTC
STTC/388_clean.png,STTC
NORM/17692_rand_1.png,NORM
NORM/580_clean.png,NORM
STTC/571_rand_1.png,STTC
STTC/168_rand_3.png,STTC
CD/8343_rand_3.png,CD
STTC/612_rand_3.png,STTC
NORM/1348_clean.png,NORM
HYP/2148_rand_10.png,HYP
CD/3411_rand_1.png,CD
STTC/3527_rand_2.png,STTC
CD/15675_rand_3.png,CD
HYP/3548_rand_10.png,HYP
HYP/12692_rand_2.png,HYP
STTC/3311_rand_1.png,STTC
MI/3613_clean.png,MI
STTC/3797_rand_2.png,STTC
NORM/13476_clean.png,NORM
MI/9860_rand_2.png,MI
STTC/6369_rand_1.png,STTC
STTC/13215_rand_2.png,STTC
CD/16531_rand_4.png,CD
NORM/1234_clean.png,NORM
HYP/10702_rand_1.png,HYP
STTC/15617_clean.png,STTC
STTC/11036_clean.png,STTC
CD/10817_rand_4.png,CD
CD/6548_rand_1.png,CD
MI/21110_rand_3.png,MI
MI/540_rand_3.png,MI
HYP/6453_rand_9.png,HYP
STTC/15945_rand_4.png,STTC
STTC/19613_clean.png,STTC
MI/13788_rand_3.png,MI
CD/6400_rand_1.png,CD
STTC/16757_clean.png,STTC
NORM/21290_rand_1.png,NORM
CD/13769_rand_2.png,CD
NORM/11044_rand_1.png,NORM
HYP/1764_rand_3.png,HYP
NORM/4065_clean.png,NORM
HYP/11920_rand_6.png,HYP
NORM/655_clean.png,NORM
MI/19055_rand_1.png,MI
HYP/1032_rand_7.png,HYP
NORM/1852_rand_1.png,NORM
NORM/18331_clean.png,NORM
CD/1547_rand_3.png,CD
NORM/10911_rand_1.png,NORM
NORM/16309_rand_1.png,NORM
NORM/13884_clean.png,NORM
NORM/21539_clean.png,NORM
MI/12428_rand_4.png,MI
MI/10995_rand_1.png,MI
STTC/12042_clean.png,STTC
NORM/16298_clean.png,NORM
HYP/6206_rand_7.png,HYP
STTC/14328_rand_4.png,STTC
STTC/413_rand_3.png,STTC
MI/21805_rand_1.png,MI
HYP/8880_rand_8.png,HYP
CD/4216_rand_2.png,CD
NORM/1860_clean.png,NORM
MI/17228_rand_3.png,MI
CD/6182_rand_2.png,CD
STTC/4476_rand_1.png,STTC
STTC/21679_rand_4.png,STTC
NORM/606_rand_1.png,NORM
MI/11917_rand_2.png,MI
STTC/3066_rand_2.png,STTC
STTC/8779_rand_2.png,STTC
CD/6910_rand_4.png,CD
HYP/18112_clean.png,HYP
MI/12201_rand_1.png,MI
MI/18917_rand_2.png,MI
HYP/18879_rand_9.png,HYP
NORM/1125_rand_1.png,NORM
CD/13112_clean.png,CD
CD/17757_rand_2.png,CD
NORM/3615_rand_1.png,NORM
NORM/1270_rand_1.png,NORM
MI/5754_rand_2.png,MI
CD/15764_rand_1.png,CD
NORM/2755_clean.png,NORM
CD/15911_rand_4.png,CD
CD/20660_rand_1.png,CD
HYP/19762_rand_9.png,HYP
CD/14008_rand_2.png,CD
STTC/11985_rand_3.png,STTC
STTC/5108_rand_4.png,STTC
NORM/19971_clean.png,NORM
HYP/2696_rand_5.png,HYP
HYP/2417_rand_9.png,HYP
HYP/14260_rand_1.png,HYP
NORM/5922_clean.png,NORM
CD/1279_rand_1.png,CD
NORM/6052_rand_1.png,NORM
NORM/13312_clean.png,NORM
CD/13415_clean.png,CD
CD/3120_rand_1.png,CD
CD/13966_rand_2.png,CD
HYP/5062_rand_8.png,HYP
CD/16956_rand_2.png,CD
MI/14228_rand_1.png,MI
STTC/5033_clean.png,STTC
STTC/9987_clean.png,STTC
CD/21113_rand_4.png,CD
MI/13888_clean.png,MI
CD/8139_rand_2.png,CD
CD/9458_rand_1.png,CD
MI/8163_rand_3.png,MI
NORM/12575_clean.png,NORM
HYP/6018_rand_4.png,HYP
MI/20451_rand_3.png,MI
HYP/3150_rand_1.png,HYP
MI/8169_rand_3.png,MI
MI/21764_rand_1.png,MI
CD/455_clean.png,CD
CD/4158_rand_3.png,CD
NORM/15105_clean.png,NORM
MI/13843_rand_1.png,MI
HYP/7387_rand_8.png,HYP
HYP/13322_rand_8.png,HYP
HYP/10328_rand_4.png,HYP
HYP/12252_rand_5.png,HYP
NORM/2715_rand_1.png,NORM
MI/17939_rand_4.png,MI
MI/21518_rand_2.png,MI
MI/14730_rand_1.png,MI
CD/16330_rand_3.png,CD
NORM/8992_clean.png,NORM
STTC/13096_rand_4.png,STTC
CD/15918_rand_2.png,CD
NORM/19223_clean.png,NORM
MI/1012_rand_1.png,MI
MI/2047_rand_2.png,MI
HYP/4768_rand_4.png,HYP
MI/20670_rand_2.png,MI
STTC/1744_rand_4.png,STTC
NORM/12999_clean.png,NORM
NORM/204_clean.png,NORM
STTC/8428_clean.png,STTC
CD/6062_clean.png,CD
NORM/2866_rand_1.png,NORM
MI/11139_rand_3.png,MI
STTC/593_rand_3.png,STTC
CD/5606_rand_3.png,CD
CD/16852_clean.png,CD
NORM/7793_clean.png,NORM
STTC/756_rand_4.png,STTC
NORM/20151_clean.png,NORM
NORM/4006_clean.png,NORM
HYP/7354_rand_1.png,HYP
HYP/10931_rand_2.png,HYP
STTC/8637_rand_2.png,STTC
STTC/12881_rand_2.png,STTC
STTC/18100_rand_3.png,STTC
HYP/6665_rand_8.png,HYP
HYP/6586_rand_2.png,HYP
STTC/2862_rand_2.png,STTC
CD/796_clean.png,CD
MI/12870_rand_1.png,MI
NORM/888_rand_1.png,NORM
MI/20476_rand_4.png,MI
NORM/698_clean.png,NORM
NORM/12397_clean.png,NORM
HYP/15565_rand_10.png,HYP
HYP/12938_rand_6.png,HYP
NORM/6125_rand_1.png,NORM
STTC/15926_clean.png,STTC
HYP/4022_rand_2.png,HYP
CD/18444_rand_3.png,CD
CD/8476_rand_4.png,CD
NORM/10413_rand_1.png,NORM
STTC/17716_rand_3.png,STTC
NORM/2500_clean.png,NORM
HYP/13877_rand_8.png,HYP
CD/10444_rand_4.png,CD
CD/8007_clean.png,CD
HYP/15787_rand_10.png,HYP
CD/13784_rand_3.png,CD
NORM/4178_clean.png,NORM
MI/8859_rand_3.png,MI
MI/63_rand_1.png,MI
STTC/12052_rand_2.png,STTC
NORM/8146_clean.png,NORM
MI/1812_rand_2.png,MI
MI/17586_rand_4.png,MI
MI/7826_clean.png,MI
HYP/17702_rand_5.png,HYP
STTC/5072_rand_1.png,STTC
STTC/9998_rand_4.png,STTC
NORM/4354_rand_1.png,NORM
HYP/7619_rand_1.png,HYP
CD/14242_rand_4.png,CD
STTC/20083_clean.png,STTC
MI/3534_rand_2.png,MI
STTC/2169_rand_3.png,STTC
NORM/315_clean.png,NORM
CD/15856_clean.png,CD
CD/5952_rand_3.png,CD
STTC/18480_clean.png,STTC
NORM/393_rand_1.png,NORM
NORM/18882_rand_1.png,NORM
CD/7297_rand_4.png,CD
MI/6692_clean.png,MI
HYP/15982_rand_2.png,HYP
MI/17732_rand_4.png,MI
NORM/1312_clean.png,NORM
STTC/8379_clean.png,STTC
MI/3789_rand_4.png,MI
CD/3096_rand_1.png,CD
STTC/1968_rand_2.png,STTC
CD/10822_rand_4.png,CD
HYP/8508_rand_10.png,HYP
HYP/5282_rand_10.png,HYP
NORM/3669_clean.png,NORM
NORM/15770_rand_1.png,NORM
STTC/259_rand_4.png,STTC
NORM/6653_clean.png,NORM
CD/00478_hr-0.png,CD
CD/17695_rand_1.png,CD
HYP/11837_rand_1.png,HYP
HYP/3150_rand_3.png,HYP
MI/15838_clean.png,MI
MI/4533_rand_3.png,MI
MI/16743_clean.png,MI
MI/13951_rand_3.png,MI
MI/16311_rand_2.png,MI
MI/17816_rand_1.png,MI
NORM/3645_clean.png,NORM
CD/16920_rand_2.png,CD
NORM/1163_clean.png,NORM
CD/16831_rand_3.png,CD
MI/310_clean.png,MI
HYP/20953_rand_8.png,HYP
NORM/410_rand_1.png,NORM
NORM/19954_clean.png,NORM
NORM/6896_clean.png,NORM
MI/1342_rand_4.png,MI
STTC/11571_rand_3.png,STTC
CD/9823_rand_4.png,CD
MI/12940_clean.png,MI
CD/15075_rand_2.png,CD
NORM/10441_clean.png,NORM
CD/17401_rand_1.png,CD
CD/11967_rand_3.png,CD
MI/13534_rand_4.png,MI
STTC/4102_rand_2.png,STTC
CD/4934_clean.png,CD
NORM/18041_clean.png,NORM
CD/13248_rand_4.png,CD
STTC/6186_rand_3.png,STTC
NORM/20705_rand_1.png,NORM
NORM/3634_clean.png,NORM
CD/3461_rand_3.png,CD
HYP/4973_rand_7.png,HYP
CD/1879_rand_2.png,CD
CD/3399_rand_3.png,CD
CD/1398_rand_4.png,CD
STTC/18263_rand_3.png,STTC
CD/16230_rand_4.png,CD
MI/15279_clean.png,MI
CD/1879_rand_1.png,CD
CD/15194_rand_1.png,CD
MI/21765_rand_4.png,MI
HYP/16767_rand_8.png,HYP
NORM/1359_rand_1.png,NORM
MI/5365_rand_2.png,MI
MI/3610_rand_4.png,MI
MI/2562_clean.png,MI
CD/18499_rand_2.png,CD
CD/12544_rand_1.png,CD
CD/16209_rand_1.png,CD
CD/17798_rand_4.png,CD
STTC/16513_clean.png,STTC
NORM/17358_clean.png,NORM
HYP/2763_clean.png,HYP
MI/1440_rand_2.png,MI
CD/711_rand_3.png,CD
MI/12260_clean.png,MI
HYP/18066_rand_5.png,HYP
HYP/12980_rand_7.png,HYP
STTC/17818_rand_4.png,STTC
MI/13465_rand_3.png,MI
CD/15954_rand_4.png,CD
CD/4415_rand_4.png,CD
HYP/18441_rand_1.png,HYP
CD/16096_rand_2.png,CD
CD/20738_rand_3.png,CD
MI/2549_rand_2.png,MI
STTC/18869_rand_2.png,STTC
STTC/14026_rand_2.png,STTC
MI/9965_rand_3.png,MI
CD/9195_rand_3.png,CD
MI/4161_rand_3.png,MI
CD/2153_rand_3.png,CD
NORM/3403_rand_1.png,NORM
HYP/1996_rand_8.png,HYP
HYP/9512_rand_4.png,HYP
MI/10632_rand_3.png,MI
NORM/1341_clean.png,NORM
CD/14653_rand_1.png,CD
CD/13769_clean.png,CD
STTC/4457_rand_2.png,STTC
STTC/4708_rand_1.png,STTC
STTC/11405_rand_2.png,STTC
MI/15385_rand_2.png,MI
CD/4825_rand_2.png,CD
CD/10789_rand_1.png,CD
HYP/6250_rand_9.png,HYP
NORM/3812_clean.png,NORM
NORM/1061_clean.png,NORM
HYP/8878_rand_3.png,HYP
CD/3629_rand_4.png,CD
HYP/3211_rand_9.png,HYP
HYP/5823_rand_5.png,HYP
CD/1419_rand_4.png,CD
CD/10751_rand_1.png,CD
CD/12175_rand_1.png,CD
STTC/743_rand_2.png,STTC
STTC/16915_rand_4.png,STTC
HYP/4713_rand_5.png,HYP
CD/17955_rand_2.png,CD
CD/12888_clean.png,CD
STTC/16452_rand_1.png,STTC
CD/1452_rand_2.png,CD
NORM/4672_rand_1.png,NORM
MI/532_rand_4.png,MI
STTC/6918_rand_2.png,STTC
NORM/11265_clean.png,NORM
STTC/1489_clean.png,STTC
MI/8220_rand_2.png,MI
NORM/7491_clean.png,NORM
NORM/9465_clean.png,NORM
CD/8686_rand_3.png,CD
STTC/19590_rand_4.png,STTC
